Country,Region,Study_midyear,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP
China,Guandong,2009.5,"Castanopsis chinensis, Schima superba, Cryp tocarya chinensis, Schima superba, Castanopsis chinensis, Pinus massoniana, Pinus massoniana, Evodia lept., Rhodomyrtus tomentosa",Subtropical,Evergreen,Dry,21.399999999999995,1927.0
China,Guangdong,2012.5,Pinus massoniana,Subtropical,Mixed,Dry,21.0,1927.0
China,Guangdong,2013.5,Pinus massoniana,Subtropical,Mixed,Dry,21.0,1927.0
China,Guangdong,2003.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Guangdong,2003.5,"Cryptocarya concinna; Machilus chinensis; Cryptocarya chinensis, Castanopsis chinensis; Pinus massoniana; Schima superba, Pinus massoniana",Subtropical,Evergreen,Dry,20.9,1956.0
China,Guangdong,2004.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Guangdong,2005.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Guangdong,2005.5,Castanopsis chinensis; Machilus chinensis; Schima superba; Cryptocarya chinensis; Syzygium rehderianum,Tropical,Evergreen,Dry,21.0,1927.0
China,Guangdong,2005.8,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Evergreen,Dry,21.0,1927.0
China,Guangdong,2006.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Guangdong,2007.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Guangdong,2007.5,"Castanopsis chinensis; Cryptocarya concinna; Schima superba; and Machilus chinensis, Schima superba; Castanopsis chinensis; Craibiodendron scleranthum, Pinus massoniana; Rhodomyrtus tomentosa; Dicranopteris linearis",Subtropical,Evergreen,Dry,21.4,1956.0
China,Guangdong,2008.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Guangdong,2009.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
China,Dinghuashan,2010.0,"Pinus massoniana Lamb., Pinus massoniana, Castanopsis chinensis, Castanopsis Chinensis",Subtropical,Evergreen,Dry,22.3,1680.0
China,Dinghuashan,2011.0,"Castanopsis Chinensis, Pinus massoniana, Castanopsis chinensis, Pinus massoniana Lamb.",Subtropical,Evergreen,Dry,22.3,1680.0
China,Guangdong,2011.0,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Machilus chinensis; Syzygium rehderianum,Subtropical,Evergreen,Dry,22.3,1678.0
China,Guangdong,2011.0,Pinus massioniana; Schima superba,Subtropical,Evergreen,Dry,22.3,1678.0
China,Guangdong,2010.75,"Castanopsis chinensis; Pinus massoniana; Schima superba, Cryptocarya concinna; Machilus chinensis; Cryptocarya chinensis, Pinus massoniana",Subtropical,Evergreen,Dry,21.0,1927.0
China,Guangdong,2011.75,"Castanopsis chinensis; Pinus massoniana; Schima superba, Pinus massoniana, Cryptocarya concinna; Machilus chinensis; Cryptocarya chinensis",Subtropical,Evergreen,Dry,21.0,1927.0
China,Guangdong,2009.0,Castanopsis chinensis; Cryptocarya concinna; Schima superba; Machilus chinensis,Subtropical,Evergreen,Dry,21.4,1956.0
China,Guangdong,2008.0,Schima superba; Castanopsis chinensis; Craibiodendron scleranthum,Subtropical,Evergreen,Dry,21.4,1956.0
China,Guangdong,2007.0,Pinus massoniana,Subtropical,Evergreen,Dry,21.4,1956.0
China,CN-Din,2003.5,Mix,Subtropical,Evergreen,Dry,20.8,1956.0
China,Guangdong,2003.5,Castanopsis chinensis; Schima superba,Subtropical,Evergreen,Dry,20.9,1956.0
China,Guangdong,2003.5,Pinus massoniana; Schima superba; Castanopsis chinensis,Subtropical,Evergreen,Dry,20.9,1956.0
China,Guangdong,2003.5,Pinus massoniana,Subtropical,Evergreen,Dry,20.9,1956.0
China,Hubei,2011.5,Phyllostachys heterocycla,Subtropical,Evergreen,Dry,16.9,1430.0
China,Hubei Province,2011.5,Phyllostachys edulis,Subtropical,Evergreen,Dry,16.9,1430.0
Ireland,Laois,2003.0,Picea sitchensis,Temperate,Evergreen,Dry,9.3,804.0
Ireland,Laois,2003.0,Picea sitchensis,Temperate,Evergreen,Dry,9.3,804.0
Ireland,Laois,2003.0,Picea sitchensis,Temperate,Evergreen,Dry,9.3,804.0
Ireland,Laois,2003.0,Picea sitchensis,Temperate,Evergreen,Dry,9.3,804.0
Brazil,Mato Grosso do Sul,2011.0,Saccharum spp.,Tropical,Deciduous,Dry,21.0,1550.0
Argentina,Santa-Cruz Province,2012.0,Festuca gracillima,Temperate,Deciduous,Dry,7.7,240.0
USA,North Carolina,1997.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,1998.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,1999.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2000.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2001.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2003.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2001.0,"Liriodendron tulipifera; Quercus alba; Quercus michauxii; Quercus phellos; Liriodendron styraciflua; Carya spp., Pinus taeda",Temperate,Deciduous,Dry,15.5,1140.0
USA,North Carolina,2002.0,"Liriodendron tulipifera; Quercus alba; Quercus michauxii; Quercus phellos; Liriodendron styraciflua; Carya spp., Pinus taeda",Temperate,Deciduous,Dry,15.5,1140.0
USA,North Carolina,2004.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2009.0,Liquidambar styraciflua,Temperate,Deciduous,Dry,15.5,1145.0
USA,North Carolina,2010.0,Liquidambar styraciflua,Temperate,Deciduous,Dry,15.5,1145.0
UK,Scotland,2004.0,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
China,Inner Mongolia,2010.0,Stypa srylovii,Temperate,Deciduous,Dry,2.11,383.0
China,Mongolia,2011.5,Stipa krylovii,Temperate,Evergreen,Dry,2.26,380.0
China,Inner Mongolia,2012.5,"Carex tristachya, Leymus chinensis, Stipa krylovii",Temperate,Deciduous,Dry,2.0949999999999998,381.375
China,Inner Mongolia,2013.5,Stipa krylovii,Temperate,Deciduous,Dry,2.1,385.5
China,Inner Mongolia,2005.0,Cleistogenes squarrosa; 3Leymus chinensis; Stipa krylovii; Stipa grandis,Temperate,Deciduous,Dry,2.1,385.0
China,Inner Mongolia,2006.0,Cleistogenes squarrosa; 3Leymus chinensis; Stipa krylovii; Stipa grandis,Temperate,Deciduous,Dry,2.1,385.0
China,Inner Mongolia,2005.0,Cleistogenes squarrosa; 3Leymus chinensis; Stipa krylovii; Stipa grandis,Temperate,Deciduous,Dry,2.1,385.0
China,Inner Mongolia,2006.0,Cleistogenes squarrosa; 3Leymus chinensis; Stipa krylovii; Stipa grandis,Temperate,Deciduous,Dry,2.1,385.0
China,Inner Mongolia,2006.5,Stipa krylovii; Agropyron cristatum; Leymus chinensis; Artemisia frigida,Temperate,Deciduous,Dry,3.3,377.0
China,Inner Mongolia,2009.5,Stipa krylovii; Agropyron cristatum; Leymus chinensis; Artemisia frigida,Temperate,Deciduous,Dry,3.3,377.0
USA,New Hampshire,2013.5,Acer rubrum,Temperate,Deciduous,Dry,8.5,1250.0
USA,Missouri,2004.0,Quercus alba; Quercus velutina; Quercus cocinea; Pinus echinnata; Carya spp.,Temperate,Deciduous,Dry,13.3,1120.0
Germany,Bavaria,2007.0,Picea abies,Temperate,Evergreen,Dry,7.7,992.0
Germany,Bavaria,2008.0,Picea abies,Temperate,Evergreen,Dry,7.7,992.0
Germany,Bavaria,2009.0,Picea abies,Temperate,Evergreen,Dry,7.7,992.0
Germany,Bavaria,2010.0,Picea abies,Temperate,Evergreen,Dry,7.7,992.0
Canada,Québec,2005.0,Picea mariana,Boreal,Evergreen,Dry,0.0,961.3
Norway,Svalbard,1995.0,"Saxifraga oppositifolia; Salix polaris; Dryas octopetara, Saxifraga oppositifolia; Pottia heimii; Funaria arctica; Sanionia uncinata, Saxifraga oppositifolia",Arctic,Deciduous,Dry,-5.5,362.0
USA,Oregon,2001.5,Pinus ponderosa,Temperate,Evergreen,Dry,8.0,520.0
USA,Oregon,2001.5,Pinus ponderosa,Temperate,Evergreen,Dry,8.0,520.0
USA,Oregon,2001.5,Pinus ponderosa,Temperate,Evergreen,Dry,8.0,520.0
USA,Oregon,2001.5,Pinus ponderosa,Temperate,Evergreen,Dry,8.0,520.0
China,Jiangxi,1999.5,Setaria italica; Hordeum vulgare,Subtropical,Deciduous,Dry,17.6,1795.0
Germany,Bayreuth,2010.5,Arrhenatherum elatius; Holcus lanatus; Geranium pratense,Temperate,Deciduous,Dry,8.2,724.0
USA,Hawaii,1991.0,Metrosideros polymorpha,Tropical,Evergreen,Dry,13.0,2600.0
Mexico,Yucatan,2006.0,Mix,Tropical,Evergreen,Dry,24.2,1650.0
Mexico,Yucatan,2007.0,Mix,Tropical,Evergreen,Dry,24.2,1650.0
Spain,Toledo,2015.5,"Rosmarinus officinalis L., Quercus coccifera L. ",Mediterranean,Evergreen,Dry,15.5,356.0
Canada,Alterta,2010.0,"Populus deltoides, Populus petrowskyana",Boreal,Deciduous,Dry,2.8,342.0
Congo,Yangambi,1961.0,Mix,Tropical,Evergreen,Dry,24.4,1875.0
Canada,Ontario,1994.0,Populus tremuloides-Abies balsamea,Boreal,Deciduous,Dry,5.5,842.0
Canada,Ontario,1994.0,Populus tremuloides-Abies balsamea,Boreal,Deciduous,Dry,5.5,842.0
Canada,Ontario,1994.0,Populus tremuloides-Abies balsamea,Boreal,Deciduous,Dry,5.5,842.0
Canada,Ontario,1994.0,Populus tremuloides-Abies balsamea,Boreal,Deciduous,Dry,5.5,842.0
Mexico,Veracruz,2011.0,"Pachira aquatica Aubl, Thalia geniculata L.,",Tropical,Deciduous,Wet,27.0,1425.0
Australia,Western Australia,2004.0,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0
China,Guangxi,2009.0,"Pinus massoniana; Castanopsis hystrix, Pinus massoniana, Castanopsis hystrix",Subtropical,Mixed,Dry,21.0,1400.0
China,Shaanxi,2010.5,Triticum aestivum,Temperate,Deciduous,Dry,13.0,622.0
China,Shaanxi,2011.5,Triticum aestivum,Temperate,Deciduous,Dry,13.0,622.0
China,Shaanxi,2012.5,Triticum aestivum,Temperate,Deciduous,Dry,13.0,622.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,Oregon,2004.5,Pinus ponderosa,Temperate,Evergreen,Dry,5.5,2800.0
USA,North Carolina,1996.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,1997.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,1998.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,1999.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2000.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,North Carolina,2001.0,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
USA,Wisconsin,1998.0,"Populus tremuloides, Populus tremuloides; Betula papyrifera",Temperate,Deciduous,Dry,4.9,810.0
USA,Wisconsin,1999.0,"Populus tremuloides, Populus tremuloides; Betula papyrifera",Temperate,Deciduous,Dry,4.9,810.0
USA,Wisconsin,2000.0,"Populus tremuloides; Betula papyrifera, Populus tremuloides",Temperate,Deciduous,Dry,4.9,810.0
USA,Wisconsin,2001.0,"Populus tremuloides, Populus tremuloides; Betula papyrifera",Temperate,Deciduous,Dry,4.9,810.0
Brazil,S‹o Paulo,2002.0,Zea mays,Tropical,Deciduous,Dry,21.0,1380.0
Germany,Bavaria,2007.0,Picea abies,Temperate,Evergreen,Dry,6.1,949.0
Germany,Bavaria,2008.0,Picea abies,Temperate,Evergreen,Dry,6.1,949.0
Germany,Bavaria,2009.0,Picea abies,Temperate,Evergreen,Dry,6.1,949.0
Germany,Bavaria,2010.0,Picea abies,Temperate,Evergreen,Dry,6.1,949.0
Germany,Bavaria,2007.0,Fagus sylvatica,Temperate,Evergreen,Dry,8.2,847.0
Germany,Bavaria,2008.0,Fagus sylvatica,Temperate,Evergreen,Dry,8.2,847.0
Germany,Bavaria,2009.0,Fagus sylvatica,Temperate,Evergreen,Dry,8.2,847.0
Germany,Bavaria,2010.0,Fagus sylvatica,Temperate,Evergreen,Dry,8.2,847.0
USA,California,1994.5,"Western white pine, Annual grasses and blue oak, Lemon trees, Grasses (mix), Ponderosa pine, white fir",Temperate,Deciduous,Dry,13.680000000000001,572.2
USA,California,1994.5,Citrus limon,Mediterranean,Deciduous,Dry,17.8,31.0
Brazil,Rondondia,1992.0,"Brachiaria brizantha, Mix",Tropical,Deciduous,Dry,25.5,2200.0
Brazil,Rondondia,1996.5,"Brachiaria brizantha, Mix",Tropical,Deciduous,Dry,25.5,2200.0
Brazil,Rondondia,1995.0,Mix,Tropical,Evergreen,Dry,25.0,2180.0
Brazil,Rondondia,1995.0,Mix,Tropical,Evergreen,Dry,25.0,2180.0
Brazil,Mato Grosso,2010.5,Amaioua guianensis; Ocotea acutangula; Aspidosperma excelsum; Ocotea guianensis; Tapirira guianensis; Micropholis egensis; Trattinnickia burserifolia; Sloanea eichleri; Trattinnickia rhoifolia; Pouteria ramiflora,Tropical,Evergreen,Dry,25.0,1770.0
China,Qinghai-Tibetan Plateau,2014.0,"Kobresia pygmaea (C. B. Clarke), Kobresia humilis",Alpine,Deciduous,Dry,-5.2,310.7
China,Qinghai-Tibetan Plateau,2015.0,"Kobresia pygmaea (C. B. Clarke), Kobresia humilis",Alpine,Deciduous,Dry,-5.2,310.7
China,Hebei,2013.0,Populus davidiana,Temperate,Deciduous,Wet,7.599999999999999,430.3
China,Henan,2004.0,Zea mays,Temperate,Deciduous,Dry,13.9,615.0
China,Henan,2006.0,Zea mays,Temperate,Deciduous,Dry,13.9,615.0
USA,Washington,1979.0,Abies amabilis,Temperate,Evergreen,Dry,5.5,2300.0
USA,Hawaii,2001.5,Oreobolus furcatus; Carex montis-eeka; Metrosideros polymorpha,Tropical,Evergreen,Wet,11.0,4700.0
USA,Kansas,1999.5,"Juniperus virginiana, Andropogon gerardii; Schizachrium scoparium; Sorghastrum nutans; Panicum virgatum",Temperate,Deciduous,Dry,13.0,835.0
USA,Kansas,2013.0,"Triticum aestivum, Zea mays",Temperate,Deciduous,Dry,12.0,834.0
Brazil,Mato Grosso,2003.0,Tovomita schomburkii; Brosimum lactescens; Protium sagotianum; Dialium guianense; Hevea brasiliensis; Dinizia excelsa; Quina pteridophilla; Mezilaurus itauba,Tropical,Evergreen,Dry,24.0,2000.0
Spain,Barcelona,2012.0,"Alnus glutinosa L., Robinia pseudoacacia L., Alnus glutinosa L., P. nigra, F. excelsior",Mediterranean,Evergreen,Dry,12.0,872.0
China,Henan Province,2014.5,Quercus aliena,Temperate,Deciduous,Dry,15.1,890.0
China,Henan Province,2015.5,Quercus aliena,Temperate,Deciduous,Dry,15.1,890.0
China,Jilin,2004.5,Pinus koriaensis; Tilia amurensis; Larix olgensis; Acer mimo,Temperate,Mixed,Dry,3.5,732.0
Canada,Ontario,2010.0,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Boreal,Deciduous,Dry,5.0,1050.0
Canada,Ontario,2011.0,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Boreal,Deciduous,Dry,5.0,1050.0
Canada,Ontario,2012.0,"Acer saccharum Marsh, Fagus grandifolia L., Betula alleghaniensis Britt., Tsuga canadensis Britt.",Boreal,Deciduous,Dry,5.0,1050.0
UK,Thetford,2014.5,Pinus sylvestris,Mediterranean,Evergreen,Dry,14.5,665.0
China,Sichuan,2013.5,Cupressus funebris,Subtropical,Deciduous,Dry,17.3,826.0
USA,Georgia,2012.0,Pinus palustris,Subtropical,Evergreen,Dry,12.8,1180.0
USA,Georgia,2012.5,Pinus palustris,Subtropical,Evergreen,Dry,18.7,1180.0
USA,Georgia,2003.0,Pinus-quercus,Temperate,Deciduous,Dry,14.7,1225.0
USA,Georgia,2003.0,Pinus-quercus,Temperate,Deciduous,Dry,14.7,1225.0
USA,Colorado,2001.0,"Bouteloua gracilis; Agropyron smithii; Buchloe dactyloides, Triticum aestivum, Poa pratensis, Zea mays",Temperate,Deciduous,Dry,8.9,385.0
Canada,Western,2008.0,Hylocomium splendens,Boreal,Evergreen,Dry,-2.17,361.0
USA,Colorado,2003.0,Picea engelmannii; Abies lasioscarpa; Pinus contorta,Temperate,Evergreen,Dry,2.0,740.0
Japan,Yamanashi,2006.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2007.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2008.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2009.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2010.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2011.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2012.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2013.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
China,Fuzhou,2011.5,Casuarina equisetifolia,Subtropical,Evergreen,Dry,17.25,1100.0
China,Xinjiang Uygar Autonomous Region,2010.5,Reaumuria soongorica,Temperate,Deciduous,Dry,6.6,160.0
China,Fujian,2008.0,Zoysia matrella turfgrass,Subtropical,Deciduous,Dry,19.6,1344.0
USA,Tennessee,2003.0,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.5,2300.0
USA,Florida,1995.5,Pinus elliottii,Temperate,Evergreen,Dry,24.0,1255.0
USA,Florida,1996.0,Pinus elliottii,Temperate,Evergreen,Dry,24.0,1332.0
USA,Florida,1998.0,Pinus elliottii,Temperate,Evergreen,Dry,24.0,1332.0
USA,Florida,1999.0,Pinus elliottii,Temperate,Evergreen,Dry,24.0,1332.0
China,Xinjiang Province,2012.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Province,2013.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Province,2014.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Province,2015.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Gansu,2009.5,"Zea mays, Brassica napus, Pisum sativum, Glycine max, Triticum aestivum",Temperate,Deciduous,Dry,7.199999999999999,156.0
China,Gansu,2010.5,"Zea mays, Glycine max, Triticum aestivum, Pisum sativum, Brassica napus",Temperate,Deciduous,Dry,7.199999999999999,156.0
China,Gansu,2011.0,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
China,Gansu,2011.5,"Zea mays, Glycine max, Triticum aestivum, Pisum sativum, Brassica napus",Temperate,Deciduous,Dry,7.199999999999999,156.0
China,Gansu,2012.0,Triticum aestivum,Temperate,Deciduous,Dry,7.2,156.0
Austria,Bad Ischl,2014.5,Picea abies,Temperate,Deciduous,Dry,6.6,1964.0
Austria,Bad Ischl,2014.5,Picea abies,Temperate,Deciduous,Dry,6.6,1964.0
USA,Hawaii,1997.0,Eucalyptus saligna,Tropical,Evergreen,Dry,20.3,3500.0
USA,Hawaii,1999.0,Eucalyptus saligna,Tropical,Evergreen,Dry,20.3,3500.0
Germany,Giessen,2005.5,Arrhenatheretum elatioris,Temperate,Deciduous,Dry,9.3,586.0
USA,Washington,2007.0,"Tsuga heterophylla, P. menziesii.",Temperate,Evergreen,Dry,8.7,2223.0
Isreal,Rishon LeTsiyon,2008.0,Triticum aestivum,Temperate,Deciduous,Dry,21.0,230.0
Australia,Western Australia,2006.0,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0
Australia,Western Australia,2006.0,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0
United Kingdom,Scotland,1991.5,"Calluna vulgaris, Sphagnum",Temperate,Evergreen,Dry,7.7,1040.0
China,Heilongjiang Province,2012.0,Zea mays,Temperate,Deciduous,Dry,1.5,500.0
China,Tibet,2008.5,Abies fabri,Boreal,Evergreen,Dry,5.3,1900.0
China,Tibet,2014.5,"Abies fabri, Rhododendron williamsianum",Boreal,Evergreen,Dry,4.8,1861.0
USA,Wisconsin,1995.0,"Grasses (mix), Andropogon gerardii",Temperate,Deciduous,Dry,7.55,865.5
USA,Wisconsin,1997.0,Grasses (mix),Temperate,Deciduous,Dry,7.6,791.0
USA,Wisconsin,1998.0,Grasses (mix),Temperate,Deciduous,Dry,7.6,791.0
USA,Wisconsin,1999.0,Grasses (mix),Temperate,Deciduous,Dry,7.6,791.0
USA,South Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,17.7,1250.0
USA,South Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,17.7,1250.0
USA,South Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,17.7,1250.0
USA,South Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,17.7,1250.0
USA,South Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,17.7,1250.0
China,Jilin,2002.0,Puccinellia tenuiflora,Temperate,Deciduous,Dry,4.7,470.0
China,Mongolia,2012.0,"Stipa grandis, Leymus chinensis, Artemisia frigida",Boreal,Deciduous,Dry,1.7,300.0
UK,Thetford,2014.5,"Holcus lanatus, Agrostis canina",Mediterranean,Deciduous,Dry,14.5,665.0
USA,Utah,2001.5,"Agropyron desertorum, Bromus tectorum, Juniperus spp., Artemisia ludoviciana",Temperate,Deciduous,Dry,8.8,299.0
Canada,Ontario,1983.0,"Comptonia peregrina; Kalmia angustifolia; Vaccinium spp., Pinus banksiana",Temperate,Deciduous,Dry,4.5,800.0
USA,Oklahoma,2002.0,Grasses (mix),Temperate,Deciduous,Dry,16.3,915.0
USA,Oklahoma,2003.0,Grasses (mix),Temperate,Deciduous,Dry,16.3,915.0
USA,Massachusetts,1981.5,Spartina alterniflora,Temperate,Evergreen,Wet,10.3,1113.0
USA,Tennessee,1996.0,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.25,2020.0
USA,North Carolina,2003.0,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.5,2300.0
China,Qinghai-Tibetan Plateau,2016.0,Kobresia humilis,Boreal,Deciduous,Dry,-1.4,530.0
Canada,Ontario,2003.5,Picea mariana; Populus tremuloides; Betula papyrifera; Picea glauca; Abies balsamea,Boreal,Mixed,Dry,1.5,814.0
Canada,Ontario,2004.5,Picea mariana; Populus tremuloides; Betula papyrifera; Picea glauca; Abies balsamea,Boreal,Mixed,Dry,1.5,814.0
China,Guangxi,2014.5,Castanopsis hystrix,Subtropical,Evergreen,Dry,22.3,1300.0
China,Heilongjiang,2012.5,"Larix gmelinii, Betula platyphylla",Temperate,Deciduous,Dry,-5.5,460.8
China,Xinjiang Province,2009.5,Erodium Oxyrrhynchum,Temperate,Deciduous,Dry,8.0,231.09
China,Xinjiang Province,2010.5,Erodium Oxyrrhynchum,Temperate,Deciduous,Dry,8.0,231.09
China,Xinjiang Province,2011.5,Erodium Oxyrrhynchum,Temperate,Deciduous,Dry,8.0,231.09
China,Xinjiang,2012.0,"Tamarix ramosissima, Haloxylon ammodendron",Temperate,Deciduous,Dry,6.6,160.0
China,Hebei,2012.5,"Avena nuda, Linum, Leymus chinensis ",Temperate,Deciduous,Dry,1.0,400.0
China,Hebei,2013.0,Avenua nuda; Linum usitatissimum,Temperate,Deciduous,Dry,1.0,400.0
China,Hebei,2013.0,Leymus chinensis; Stipa krylovii; Cleistogenes chinensis; Phragmites communis; Carex duriuscula; Taraxacum mongolicum; Artemisia frigid; Polygonum sibiricum,Temperate,Deciduous,Dry,1.0,400.0
China,Hebei,2013.0,Leymus chinensis,Temperate,Deciduous,Dry,1.0,400.0
China,Hebei,2013.0,Leymus chinensis; Stipa krylovii; Cleistogenes chinensis; Phragmites communis; Carex duriuscula; Taraxacum mongolicum; Artemisia frigid; Polygonum sibiricum,Temperate,Deciduous,Dry,1.0,400.0
South Korea,Gyeonggido,2005.0,"Quercus spp., Abies holophylla",Temperate,Deciduous,Dry,11.3,1365.0
South Korea,Gyeonggido,2006.0,"Abies holophylla, Quercus spp.",Temperate,Deciduous,Dry,11.3,1365.0
South Korea,Gyeonggido,2005.0,"Abies holophylla, Quercus serrata; Quercus variabilis; Quercus mongolica",Temperate,Evergreen,Dry,11.5,1505.0
South Korea,Gyeonggido,2006.0,"Quercus serrata; Quercus variabilis; Quercus mongolica, Abies holophylla",Temperate,Evergreen,Dry,11.5,1505.0
South Korea,Jinju,2014.0,Oryza sativa,Subtropical,Deciduous,Wet,18.15,1256.5
South Korea,Jinju,2015.0,"Oryza sativa, Capsicum annum L., Chungyang variety",Temperate,Evergreen,Wet,13.0,1500.0
USA,Oregon,2003.0,Tsuga heterophylla; Pseudotsuga menziesii; Acer circinatum; Thuja plicata,Temperate,Deciduous,Dry,8.7,2370.0
USA,Oregon,1974.0,"Pseudotsuga menziesii-Rhododendron-Berberis, Pseudotsuga menziesii-Rhododendron-Gaultheria, Pseudotsuga menziesii-Castanopsis, Pseudotsuga menziesii-Acer-Polystichum",Temperate,Evergreen,Dry,8.5,2300.0
USA,Oregon,2001.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,8.7,2370.0
USA,Oregon,2002.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,8.7,2370.0
USA,Oregon,2003.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,8.7,2370.0
Canada,British Columbia,2002.0,Pseudotsuga mensiesii,Temperate,Evergreen,Dry,8.6,1452.0
